call_id,student_name,year,location,tech_stack,transcript_text,sentiment_label,remarks_by_counselor,@
676,Ishaan Pandey,2023,Lucknow,Java Full Stack,Great than set already draw lay until clearly decision almost away surface TV run the deep.,Neutral,Asked for more details,
677,Sai Patel,2024,Lucknow,MERN Stack,Particular end similar level happen week series base court network paper wide current miss mouth.,Neutral,Will think and get back,
678,Rohan Nair,2023,Lucknow,Python with Data Science,Training analysis child cause husband worker degree action.,Neutral,Asked for more details,
679,Ishita Singh,2022,Noida,MERN Stack,The score area about center color bill recent feeling day various rate especially say.,Neutral,Will think and get back,
680,Kabir Chopra,2022,Noida,Python with AI and ML,Whole picture different reduce mission watch husband story especially forward value choose north.,Neutral,Asked for more details,
681,Kavya Reddy,2025,Noida,Python with Data Science,Marriage many project near chair street defense agent skin public one create investment fish medical choice.,Neutral,Asked for more details,
682,Kabir Pandey,2024,Lucknow,Java Full Stack,Small among yes design between project drug difference wear bank.,Neutral,Will think and get back,
683,Diya Mehta,2025,Lucknow,Java Full Stack,Key raise prove indicate style Mr what especially wear.,Neutral,Will think and get back,
684,Krishna Yadav,2024,Lucknow,Python with AI and ML,Increase staff establish good wrong subject father worker others institution yeah Mrs friend.,Neutral,Will think and get back,
685,Sneha Pandey,2023,Lucknow,Python with AI and ML,Style prevent either draw administration accept because common Democrat cultural still defense husband civil.,Neutral,Asked for more details,
686,Ananya Saxena,2023,Noida,Python with AI and ML,Billion reality woman reality Mr thousand economic course best total anyone play figure road help.,Neutral,Will think and get back,
687,Vihaan Nair,2022,Noida,Python with Data Science,Exactly too wind tax would travel require rule face.,Neutral,Asked for more details,
688,Vihaan Joshi,2022,Noida,Python with Data Science,Sport deal take better stuff production wish factor blue various nor view.,Neutral,Will think and get back,
689,Ishaan Kapoor,2023,Lucknow,Java Full Stack,Himself value view address really area method data half sit enter include avoid man too.,Neutral,Will think and get back,
690,Ananya Pandey,2022,Noida,Python with Data Science,Can four significant space sign population Democrat best energy stand fight single worry race involve win.,Neutral,Will think and get back,
691,Ishaan Joshi,2025,Noida,MERN Stack,Each laugh notice nothing voice laugh charge national type occur officer table.,Neutral,Considering options,
692,Aditya Joshi,2022,Noida,Python with Data Science,Represent design study identify ten per assume way mind future term must clearly.,Neutral,Asked for more details,
693,Vivaan Bhatia,2025,Noida,Python with Data Science,Type spend perhaps imagine brother spring identify again environment ever paper himself world if.,Neutral,Will think and get back,
694,Vihaan Jain,2024,Lucknow,Java Full Stack,Only weight better without civil we state decision because trade lot.,Neutral,Considering options,
695,Diya Nair,2024,Lucknow,Python with AI and ML,Home growth large every wife myself offer memory step especially from economy foot popular really activity.,Neutral,Considering options,
696,Kavya Malhotra,2024,Lucknow,Python with AI and ML,Collection rich difficult treat responsibility sister happen later.,Neutral,Considering options,
697,Sai Mehta,2024,Lucknow,Java Full Stack,Or minute official road including though tend someone single how environmental company none message.,Neutral,Asked for more details,
698,Vihaan Gupta,2025,Noida,MERN Stack,Whole kind local leader much drive guess water door result fish hot.,Neutral,Considering options,
699,Priya Bhatia,2023,Noida,Python with AI and ML,Easy price trade especially exist home out conference share theory space film from similar think policy.,Neutral,Will think and get back,
700,Saanvi Mishra,2022,Noida,MERN Stack,Camera act cell business big sound character history fund situation letter especially sport.,Neutral,Asked for more details,
701,Riya Mehta,2025,Lucknow,Python with AI and ML,Its floor can bill defense minute billion me.,Neutral,Considering options,
702,Ananya Agarwal,2022,Noida,Python with Data Science,Product officer both bag blood wonder student serious rather mother heart worker worker.,Neutral,Considering options,
703,Sai Yadav,2022,Noida,MERN Stack,Condition nation purpose card past could sing difference pick watch church child site.,Neutral,Considering options,
704,Ishaan Kapoor,2022,Lucknow,Python with Data Science,Figure special per institution crime right account together argue card majority mean exist.,Neutral,Will think and get back,
705,Saanvi Gupta,2022,Lucknow,Java Full Stack,Animal hard PM certain form every with just.,Neutral,Asked for more details,
706,Vihaan Sharma,2022,Lucknow,Python with AI and ML,We receive build nation a knowledge alone believe customer quite everything.,Neutral,Asked for more details,
707,Vivaan Saxena,2023,Noida,MERN Stack,Audience mother range defense center kind history could prepare side knowledge data manage fight head.,Neutral,Will think and get back,
708,Riya Mishra,2025,Noida,Python with Data Science,Pay response site mouth man process option work painting large turn study.,Neutral,Will think and get back,
709,Riya Patel,2025,Noida,Java Full Stack,Set ago would save exist product easy three.,Neutral,Will think and get back,
710,Krishna Mishra,2024,Lucknow,Python with AI and ML,Environment national couple six make much wide image eye computer.,Neutral,Will think and get back,
711,Arjun Agarwal,2022,Lucknow,Java Full Stack,However board message together pull home population a them system leg amount.,Neutral,Considering options,
712,Arjun Singh,2023,Noida,Python with Data Science,Research little probably song involve wrong force character plan shoulder improve.,Neutral,Asked for more details,
713,Sneha Malhotra,2025,Noida,MERN Stack,Evening newspaper turn card series kitchen professor ability national despite popular seat relate rate they TV.,Neutral,Will think and get back,
714,Arjun Patel,2022,Lucknow,MERN Stack,Situation dark actually ever seem later who yourself top grow employee cell simply special coach.,Neutral,Asked for more details,
715,Arjun Bhatia,2025,Noida,Python with Data Science,Scientist heavy whether save still class technology paper store Democrat again road action.,Neutral,Will think and get back,
716,Priya Malhotra,2025,Noida,Python with Data Science,Whatever of four beautiful her be know shoulder sea particularly.,Neutral,Considering options,
717,Ishita Yadav,2023,Noida,Java Full Stack,We even image beautiful that science each section trip.,Neutral,Will think and get back,
718,Aditi Saxena,2025,Lucknow,Java Full Stack,Build send artist soldier art until environmental record cost beyond.,Neutral,Considering options,
719,Diya Verma,2022,Lucknow,Python with Data Science,Fight special trouble event price player where.,Neutral,Considering options,
720,Ishaan Yadav,2025,Lucknow,MERN Stack,Science executive organization health relationship consider can peace firm record early stock language.,Neutral,Considering options,
721,Sai Joshi,2022,Lucknow,Python with Data Science,Loss administration Congress reveal central let play director information.,Neutral,Asked for more details,
722,Ishaan Kumar,2023,Noida,MERN Stack,Physical page total bank same wonder budget share foot western arm right ask approach raise.,Neutral,Considering options,
723,Ishita Pandey,2025,Lucknow,Java Full Stack,By world what trial for player campaign too style morning husband whether make east town home.,Neutral,Asked for more details,
724,Ananya Mishra,2024,Lucknow,Python with Data Science,Open stop listen would account anything it surface return single determine.,Neutral,Considering options,
725,Kabir Agarwal,2025,Noida,Java Full Stack,Head sense thus leg new effect address huge fly.,Neutral,Considering options,
726,Aditya Saxena,2024,Noida,MERN Stack,College important point film candidate over couple task.,Neutral,Will think and get back,
727,Krishna Saxena,2025,Noida,Python with AI and ML,Pretty newspaper station trade my certain short character little.,Neutral,Will think and get back,
728,Ishaan Joshi,2024,Noida,Python with Data Science,Politics wall choose church traditional that whose develop down officer.,Neutral,Asked for more details,
729,Kabir Chopra,2025,Noida,Java Full Stack,Provide provide across report everyone play evidence effect government system several be decade firm lose computer.,Neutral,Will think and get back,
730,Ananya Gupta,2023,Lucknow,Java Full Stack,House defense allow behavior American billion improve beat teach significant entire collection cause form instead.,Neutral,Will think and get back,
731,Vivaan Agarwal,2025,Lucknow,MERN Stack,Leader position father point baby character lay onto official action born tough.,Neutral,Will think and get back,
732,Ananya Pandey,2023,Lucknow,Python with Data Science,Partner else enough write production range case model.,Neutral,Considering options,
733,Saanvi Kumar,2024,Noida,Python with AI and ML,Pull help gun foot usually miss civil form citizen kind.,Neutral,Considering options,
734,Kabir Malhotra,2025,Noida,Java Full Stack,Interest employee section catch for provide many per.,Neutral,Will think and get back,
735,Vivaan Gupta,2022,Lucknow,MERN Stack,Car reveal a while suggest season civil him life race.,Neutral,Will think and get back,
736,Meera Gupta,2025,Noida,Java Full Stack,Among home thought possible term discover finally one there trip.,Neutral,Asked for more details,
737,Ishaan Gupta,2023,Lucknow,Java Full Stack,Only necessary billion myself management huge during skin benefit theory charge outside although.,Neutral,Considering options,
738,Arjun Saxena,2025,Noida,Java Full Stack,Opportunity research significant debate Congress grow subject seek your hope myself.,Neutral,Considering options,
739,Sai Bhatia,2025,Lucknow,MERN Stack,Raise begin help popular road final happen someone range.,Neutral,Considering options,
740,Aditi Yadav,2023,Noida,Python with AI and ML,Anyone together spring community nice office include price color prepare kind series.,Neutral,Asked for more details,
741,Vivaan Malhotra,2022,Lucknow,Python with Data Science,Next dog night eye enjoy but serious significant sing pattern financial hear.,Neutral,Considering options,
742,Ishita Verma,2022,Lucknow,MERN Stack,Reality between improve above professional same interview including pressure agreement remain standard.,Neutral,Considering options,
743,Saanvi Verma,2022,Noida,Java Full Stack,Board respond message manage young animal son result change item never student.,Neutral,Asked for more details,
744,Meera Sharma,2023,Noida,MERN Stack,Free reason today because water full both worker.,Neutral,Considering options,
745,Vivaan Joshi,2025,Noida,Python with AI and ML,Single wide less forget take hundred future over water risk activity course daughter growth.,Neutral,Asked for more details,
746,Ishita Kapoor,2022,Lucknow,Python with Data Science,Skill scientist speak else race history camera health bill score same behavior.,Neutral,Considering options,
747,Ananya Sharma,2025,Noida,Python with AI and ML,Teach take success large state market serious free recent relate assume.,Neutral,Will think and get back,
748,Priya Gupta,2025,Lucknow,Python with AI and ML,Executive lawyer appear capital report population sing edge strategy daughter step scene too answer.,Neutral,Considering options,
749,Krishna Sharma,2024,Lucknow,Java Full Stack,Action history describe boy talk these firm purpose box him every whatever fear society character region.,Neutral,Will think and get back,
750,Vivaan Patel,2024,Lucknow,Java Full Stack,Realize although support position let major Congress station history business situation begin receive story.,Neutral,Considering options,
751,Kabir Kumar,2022,Lucknow,MERN Stack,Throughout scientist cost instead Mrs letter camera accept letter face its place east film entire.,Neutral,Asked for more details,
752,Arjun Chopra,2023,Noida,MERN Stack,Say doctor you entire foot air former defense stay position east involve time.,Neutral,Asked for more details,
753,Kabir Nair,2024,Noida,Python with AI and ML,Behind issue civil interest after true their.,Neutral,Considering options,
754,Kavya Mishra,2023,Noida,MERN Stack,Point despite full blood southern good law behavior until draw certain cause increase employee.,Neutral,Asked for more details,
755,Meera Agarwal,2025,Noida,MERN Stack,Foot each ever on bit beautiful them sing sense affect land mention man.,Neutral,Considering options,
756,Rohan Pandey,2023,Lucknow,MERN Stack,Seat chance spend PM never gun environmental over score individual always property service.,Neutral,Will think and get back,
757,Vihaan Chopra,2025,Lucknow,Python with AI and ML,Question ever occur country sometimes approach statement watch participant small onto shake require different.,Neutral,Will think and get back,
758,Ananya Pandey,2025,Noida,Python with Data Science,Part great official but address sometimes key everything despite.,Neutral,Considering options,
759,Arjun Joshi,2024,Lucknow,Python with Data Science,Record sister rest responsibility leader perhaps service money and newspaper compare her interview military.,Neutral,Will think and get back,
760,Ishita Nair,2025,Noida,Java Full Stack,Science police feel day radio early lose.,Neutral,Will think and get back,
761,Sai Kumar,2022,Lucknow,Python with AI and ML,New position ask better through resource everything impact return trade must policy.,Neutral,Will think and get back,
762,Riya Chopra,2023,Lucknow,Python with Data Science,Prove current worker good former information result animal newspaper point deal meet.,Neutral,Will think and get back,
763,Rohan Singh,2023,Noida,Python with AI and ML,Spend cover husband increase sort maybe traditional road.,Neutral,Will think and get back,
764,Ananya Mishra,2024,Noida,Java Full Stack,Something some those husband whom star season resource decade herself relate laugh yet town generation program.,Neutral,Asked for more details,
765,Diya Agarwal,2025,Noida,Python with Data Science,Look free probably reduce sister buy without why could cultural value often item.,Neutral,Will think and get back,
766,Kavya Mishra,2022,Lucknow,Python with Data Science,Name within him a news fly yet represent sometimes stock process so agent theory world.,Neutral,Considering options,
767,Sai Sharma,2022,Noida,Python with Data Science,Later goal consumer game cover quality management traditional.,Neutral,Considering options,
768,Ishaan Kumar,2025,Lucknow,Python with Data Science,Policy term letter draw do professional time born speak form smile firm from.,Neutral,Will think and get back,
769,Sneha Nair,2025,Lucknow,Java Full Stack,Little rise high effect that similar population glass turn compare.,Neutral,Will think and get back,
770,Aditi Joshi,2025,Noida,Python with AI and ML,Long hit many event technology almost upon then environment able not there.,Neutral,Considering options,
771,Kavya Saxena,2022,Lucknow,Python with Data Science,Office order open water change trade office glass.,Neutral,Considering options,
772,Vihaan Kapoor,2025,Noida,Python with Data Science,Many back door movie carry treatment single many matter certainly.,Neutral,Considering options,
773,Aditya Sharma,2022,Noida,Java Full Stack,Forward important interview physical gun onto single thought site born one public executive pick.,Neutral,Asked for more details,
774,Ishita Pandey,2022,Lucknow,Python with Data Science,Medical nothing approach itself wide teach describe five suffer training control produce.,Neutral,Asked for more details,
775,Ananya Sharma,2022,Lucknow,Java Full Stack,Vote growth room business official media paper special first blue card concern property various Republican rise.,Neutral,Considering options,
776,Ishaan Pandey,2023,Noida,MERN Stack,Room respond try professor home before popular late now sign whom.,Neutral,Asked for more details,
777,Krishna Kapoor,2022,Noida,MERN Stack,However employee determine everybody pay cost challenge loss figure so.,Neutral,Will think and get back,
778,Meera Yadav,2024,Lucknow,Python with AI and ML,Knowledge seven town culture myself over difference strategy future authority Mr.,Neutral,Considering options,
779,Ishita Kapoor,2022,Lucknow,MERN Stack,Wish take war stand dog produce finally present.,Neutral,Asked for more details,
780,Saanvi Bhatia,2022,Lucknow,Python with Data Science,Make wide hospital film lot young culture election floor check.,Neutral,Will think and get back,
781,Kabir Nair,2024,Noida,Python with Data Science,Understand focus worker individual wish recently summer strong course stock charge agent friend state describe.,Neutral,Will think and get back,
782,Sai Yadav,2022,Lucknow,Java Full Stack,Place manager mind character include behavior three traditional huge receive want house.,Neutral,Asked for more details,
783,Diya Nair,2023,Lucknow,Python with Data Science,Hotel ball teacher safe federal you him full nature firm stop full group third common not.,Neutral,Will think and get back,
784,Sneha Kapoor,2023,Lucknow,Java Full Stack,Wall stand couple there like particularly degree share address guess occur city.,Neutral,Will think and get back,
785,Vivaan Joshi,2025,Noida,Java Full Stack,Air probably event happen east environmental travel be evidence.,Neutral,Asked for more details,
786,Ishita Gupta,2023,Noida,MERN Stack,Now old and case training line although per live maybe own around.,Neutral,Will think and get back,
787,Diya Saxena,2022,Noida,Python with Data Science,Tax as happy federal region six agreement part also attention.,Neutral,Considering options,
788,Kabir Jain,2024,Lucknow,Python with Data Science,Election deep service sister air hold sometimes I no identify rich research recently.,Neutral,Asked for more details,
789,Kabir Verma,2023,Lucknow,Python with AI and ML,Memory product myself reality talk ahead see.,Neutral,Asked for more details,
790,Diya Pandey,2025,Lucknow,MERN Stack,Minute level personal once PM different somebody begin could their ground able health.,Neutral,Will think and get back,
791,Ishaan Bhatia,2024,Lucknow,Python with Data Science,Thus run natural whose eye up tough ability around exactly fill yourself.,Neutral,Will think and get back,
792,Ananya Pandey,2025,Noida,Python with AI and ML,Hot up religious between position hotel difficult keep now together together.,Neutral,Considering options,
793,Krishna Agarwal,2024,Noida,Python with AI and ML,Five someone school receive agreement figure ground agency respond American teacher husband kid resource art especially.,Neutral,Asked for more details,
794,Kabir Bhatia,2024,Lucknow,Python with Data Science,South official pretty away laugh care hundred deep sure theory stand have more hear lot.,Neutral,Asked for more details,
795,Ananya Jain,2023,Noida,MERN Stack,Size social subject only everyone type store type number moment doctor as learn.,Neutral,Asked for more details,
796,Kabir Bhatia,2022,Noida,Python with AI and ML,Do the onto consumer military second behavior country foreign expect door according certain political central but.,Neutral,Will think and get back,
797,Vivaan Gupta,2024,Noida,Python with Data Science,Physical bad tonight so message quality keep ago drive good summer PM matter week she sound.,Neutral,Asked for more details,
798,Aarav Pandey,2022,Lucknow,MERN Stack,Common learn begin few series friend talk participant room among air pressure recognize.,Neutral,Considering options,
799,Kavya Yadav,2025,Noida,Python with AI and ML,Doctor create everything cost treatment soldier thousand good likely.,Neutral,Asked for more details,
800,Aditi Bhatia,2022,Lucknow,MERN Stack,Thank probably consider early improve money their television standard front.,Neutral,Will think and get back,
801,Kabir Reddy,2022,Noida,Python with Data Science,Million go on share significant heavy behavior same.,Neutral,Will think and get back,
802,Meera Malhotra,2025,Lucknow,Java Full Stack,Between official population sign difference whole cell listen everything environmental trade so reality thousand.,Neutral,Asked for more details,
803,Aditya Kumar,2023,Lucknow,Python with AI and ML,Enter give finish indicate else sit Mr owner middle into put response name move physical always.,Neutral,Asked for more details,
804,Vivaan Mehta,2025,Noida,MERN Stack,Out nor law ground speech speech and.,Neutral,Asked for more details,
805,Ananya Nair,2025,Noida,MERN Stack,Detail argue note weight cold public candidate better short wait air catch commercial water.,Neutral,Considering options,
806,Ishaan Verma,2025,Noida,Python with AI and ML,Sometimes money building success onto economic cultural hour thousand behavior operation record.,Neutral,Will think and get back,
807,Sneha Kumar,2022,Noida,MERN Stack,Bit success be expect three hair similar collection leader so.,Neutral,Asked for more details,
808,Arjun Mishra,2024,Noida,Java Full Stack,Local white behind they produce seven bill response.,Neutral,Considering options,
809,Ishaan Pandey,2022,Lucknow,Java Full Stack,Especially establish individual lay question short measure election traditional career should add so seat practice.,Neutral,Asked for more details,
810,Aditya Chopra,2024,Noida,Java Full Stack,Also eight grow small direction officer about day stop science father practice civil.,Neutral,Considering options,
811,Diya Bhatia,2023,Lucknow,Java Full Stack,Central answer present compare measure police rule not.,Neutral,Will think and get back,
812,Riya Reddy,2025,Noida,Java Full Stack,Firm phone he music ten school form employee all agent discussion catch.,Neutral,Asked for more details,
813,Aarav Nair,2022,Noida,Python with Data Science,Ago activity opportunity value trial five top really force least visit.,Neutral,Asked for more details,
814,Sneha Agarwal,2023,Lucknow,MERN Stack,Exactly about action street rise right quite hotel home heart fact against improve add test.,Neutral,Considering options,
815,Aarav Mehta,2022,Lucknow,MERN Stack,Exist say will agent second teacher bank certain feel if college together its pick.,Neutral,Asked for more details,
816,Vivaan Yadav,2025,Lucknow,MERN Stack,Month level fact get different top couple throw fine manage.,Neutral,Will think and get back,
817,Diya Nair,2025,Noida,Java Full Stack,Establish control movement likely story him skill expect over stand.,Neutral,Asked for more details,
818,Ishaan Mishra,2024,Lucknow,Java Full Stack,Should family hundred even difference former teacher.,Neutral,Considering options,
819,Aarav Nair,2022,Lucknow,MERN Stack,Appear environmental center get national into example trial animal sort.,Neutral,Asked for more details,
820,Krishna Mehta,2023,Lucknow,Java Full Stack,Page well performance us send cup interesting fly whom.,Neutral,Asked for more details,
821,Ishita Kapoor,2025,Lucknow,Python with AI and ML,City ability game rich anyone degree give us cell particularly write by high door design.,Neutral,Asked for more details,
822,Rohan Joshi,2023,Lucknow,MERN Stack,Theory responsibility help occur since size body truth difficult mind western sort old fact really brother.,Neutral,Will think and get back,
823,Meera Reddy,2025,Noida,MERN Stack,Record water soon central audience front inside guess appear.,Neutral,Considering options,
824,Saanvi Malhotra,2022,Lucknow,Python with AI and ML,Prove recently above thank eat history oil thus seven now.,Neutral,Will think and get back,
825,Aarav Mehta,2022,Noida,Python with AI and ML,Myself drop relationship same show listen ask life whatever be design nearly sea peace.,Neutral,Asked for more details,
826,Sneha Chopra,2023,Noida,Python with AI and ML,Board security field no may since according scene economic place keep man ever foreign price.,Neutral,Considering options,
827,Ishaan Yadav,2023,Lucknow,Java Full Stack,Green surface than lead big organization also a.,Neutral,Asked for more details,
828,Rohan Verma,2023,Lucknow,Python with Data Science,Fire sort if meet seek administration evidence thousand ask wind.,Neutral,Asked for more details,
829,Vivaan Agarwal,2022,Lucknow,MERN Stack,Song manage student yet send quickly black report wind stop listen value affect mention.,Neutral,Will think and get back,
830,Vivaan Joshi,2025,Lucknow,MERN Stack,Education mention job whole push result particularly mother record study.,Neutral,Asked for more details,
831,Rohan Malhotra,2022,Noida,Python with AI and ML,Late blue beat political around onto through evidence parent learn throughout opportunity star.,Neutral,Considering options,
832,Aarav Pandey,2024,Noida,MERN Stack,West peace season around nor employee machine society offer dream her.,Neutral,Considering options,
833,Vivaan Patel,2025,Lucknow,Java Full Stack,Building detail theory green morning interview control coach.,Neutral,Will think and get back,
834,Aditi Bhatia,2023,Lucknow,MERN Stack,Happen order perform strategy strong artist sometimes address.,Neutral,Will think and get back,
835,Sai Sharma,2024,Noida,Python with AI and ML,Office room art role gun area likely.,Neutral,Considering options,
836,Vihaan Patel,2025,Noida,Java Full Stack,Or kitchen summer field political wonder room prove court good grow security eat investment could there.,Neutral,Asked for more details,
837,Rohan Yadav,2024,Lucknow,Python with Data Science,Ready now me mention American you simply ready matter scientist method.,Neutral,Will think and get back,
838,Riya Kapoor,2022,Lucknow,Java Full Stack,Instead agree big letter measure staff cover view involve break.,Neutral,Considering options,
839,Aditi Reddy,2023,Noida,Python with Data Science,Follow whether letter agent past election collection why before.,Neutral,Considering options,
840,Riya Malhotra,2022,Lucknow,Java Full Stack,Contain property state pick lay serve PM condition once attorney practice.,Neutral,Considering options,
841,Ishita Mishra,2022,Lucknow,MERN Stack,Stuff rise college account job wait modern yet talk wonder do turn size onto surface.,Neutral,Considering options,
842,Sai Kapoor,2024,Lucknow,Java Full Stack,Improve help purpose lay send name peace live tend him subject million participant own pressure.,Neutral,Will think and get back,
843,Diya Yadav,2025,Noida,Java Full Stack,Part involve section area require nature my budget.,Neutral,Considering options,
844,Ananya Pandey,2024,Noida,Java Full Stack,Carry outside just clearly bit affect international tax.,Neutral,Considering options,
845,Vihaan Mehta,2023,Noida,Java Full Stack,Another keep offer likely smile forward suddenly meeting.,Neutral,Will think and get back,
846,Rohan Joshi,2022,Noida,Python with Data Science,Guess director catch sort best issue something much three.,Neutral,Will think and get back,
847,Aditya Patel,2023,Lucknow,MERN Stack,Nation benefit loss so local enough himself but which available wall and.,Neutral,Will think and get back,
848,Riya Nair,2023,Noida,MERN Stack,Friend wrong group especially hundred yet some television hand hand blue guess dinner government.,Neutral,Asked for more details,
849,Arjun Gupta,2022,Noida,MERN Stack,Process today suddenly personal natural where staff seat.,Neutral,Considering options,
850,Ishaan Malhotra,2025,Lucknow,Python with AI and ML,Wife direction person what necessary carry better play particular eat today responsibility.,Neutral,Will think and get back,
851,Kavya Agarwal,2025,Noida,MERN Stack,Number forward hour medical day thousand oil old two hard age likely themselves some.,Neutral,Will think and get back,
852,Sneha Reddy,2024,Lucknow,Python with Data Science,Audience bag organization admit cover police agent land.,Neutral,Considering options,
853,Diya Joshi,2022,Lucknow,Java Full Stack,Impact drug traditional in push just effort believe particularly arm catch those that perform reality.,Neutral,Considering options,
854,Aditya Jain,2025,Noida,Python with Data Science,Mother manager develop month police old fine character her.,Neutral,Considering options,
855,Aarav Mishra,2023,Lucknow,MERN Stack,Half personal per realize can society song article choice across and baby between morning senior.,Neutral,Asked for more details,
856,Aarav Chopra,2024,Lucknow,Python with Data Science,Shake always with science possible travel ball effect picture value.,Neutral,Considering options,
857,Riya Kapoor,2022,Noida,Python with Data Science,Church lay deal dinner suddenly without do fund.,Neutral,Asked for more details,
858,Vihaan Mehta,2024,Lucknow,Python with AI and ML,Similar middle charge anyone team green will mention bar fact most air.,Neutral,Will think and get back,
859,Kabir Kumar,2023,Noida,Python with AI and ML,Hand order huge maintain join figure large statement garden student.,Neutral,Will think and get back,
860,Priya Gupta,2023,Lucknow,Python with Data Science,Its player new station each can Mrs probably.,Neutral,Considering options,
861,Vivaan Jain,2022,Noida,MERN Stack,Range probably situation clearly different similar deep wind level watch entire arm.,Neutral,Will think and get back,
862,Ishaan Mishra,2025,Lucknow,Python with AI and ML,Among bit catch official might serious image huge career.,Neutral,Considering options,
863,Kavya Mehta,2022,Noida,MERN Stack,Fine public themselves billion concern leave seek.,Neutral,Will think and get back,
864,Ishita Verma,2022,Noida,MERN Stack,Indeed conference Congress concern every reflect conference see reach ground Democrat authority cup through.,Neutral,Asked for more details,
865,Krishna Chopra,2023,Noida,MERN Stack,Her truth identify entire win they amount us each bed a.,Neutral,Will think and get back,
866,Meera Pandey,2022,Noida,Python with AI and ML,Summer boy arm suddenly indeed air ten be single box region public.,Neutral,Will think and get back,
867,Vivaan Mishra,2023,Lucknow,Python with Data Science,Today feeling involve past act program customer team only news.,Neutral,Asked for more details,
868,Saanvi Kapoor,2025,Lucknow,MERN Stack,Long body never send watch contain growth commercial low may new energy stage democratic.,Neutral,Asked for more details,
869,Aditi Mishra,2024,Noida,MERN Stack,Bit image together hand apply home television century.,Neutral,Considering options,
870,Ananya Joshi,2023,Lucknow,Python with Data Science,Save body woman free indicate role arrive tonight today.,Neutral,Considering options,
871,Aditi Verma,2023,Noida,MERN Stack,Important beat owner could stay him understand story effect someone week computer.,Neutral,Asked for more details,
872,Kabir Mishra,2024,Lucknow,MERN Stack,Every yourself standard hard begin Congress soon future every world young indicate foot face tree.,Neutral,Asked for more details,
873,Sneha Singh,2022,Lucknow,Python with AI and ML,By probably six believe road example peace she authority yourself rather way coach method expect each.,Neutral,Asked for more details,
874,Sai Gupta,2024,Noida,Java Full Stack,A whether help area spend imagine effect method be style carry picture hope fire work.,Neutral,Considering options,
875,Sneha Verma,2025,Lucknow,Python with Data Science,Scientist bed owner reach free be doctor seem buy Republican less.,Neutral,Asked for more details,
876,Sneha Verma,2022,Lucknow,MERN Stack,Billion they item because make pretty list keep parent see serve model just.,Neutral,Asked for more details,
877,Aditya Pandey,2024,Noida,Python with AI and ML,Economic four field sell day serve free head always street threat drive.,Neutral,Considering options,
878,Sai Verma,2023,Noida,Python with Data Science,On authority bit movement control need often there piece instead dark.,Neutral,Will think and get back,
879,Aarav Singh,2024,Noida,Python with Data Science,Fish heavy present experience never tend Mrs ability chair wife social sell behind mother remember bit.,Neutral,Will think and get back,
880,Meera Verma,2023,Lucknow,MERN Stack,Of thank month able detail others my market image.,Neutral,Asked for more details,
881,Riya Joshi,2023,Lucknow,Python with Data Science,Structure than case look along direction me not least care service join late our class.,Neutral,Considering options,
882,Sai Verma,2022,Noida,MERN Stack,Crime service money value or page condition performance close shake campaign miss late eight clearly.,Neutral,Will think and get back,
883,Arjun Pandey,2023,Lucknow,Python with AI and ML,Life bit everything like together day play exist system deep appear happy since fear almost.,Neutral,Asked for more details,
884,Rohan Nair,2022,Lucknow,Java Full Stack,Peace nearly before its three stock day identify item environmental newspaper management member foreign machine away.,Neutral,Asked for more details,
885,Riya Saxena,2024,Noida,Python with AI and ML,Successful almost bed food concern enough line TV note next soldier possible.,Neutral,Asked for more details,
886,Riya Verma,2025,Noida,Python with AI and ML,Possible country actually follow him free head provide enter out kind future skin.,Neutral,Asked for more details,
887,Vihaan Bhatia,2025,Lucknow,Python with AI and ML,Production major particular challenge movie idea seek pick might thus mission.,Neutral,Considering options,
888,Ishaan Malhotra,2024,Lucknow,MERN Stack,Scene while begin million benefit day close stand speech than door.,Neutral,Considering options,
889,Aditi Jain,2022,Noida,Java Full Stack,Us water into thousand within seven position home or firm anything degree point.,Neutral,Considering options,
890,Krishna Malhotra,2023,Noida,MERN Stack,Throughout food full degree half bad each onto according firm.,Neutral,Considering options,
891,Sneha Yadav,2024,Noida,Python with Data Science,Sister hope term vote kind degree health red run data laugh chair girl rest condition.,Neutral,Asked for more details,
892,Krishna Bhatia,2023,Noida,MERN Stack,Whose ball capital far trip go data.,Neutral,Considering options,
893,Arjun Agarwal,2023,Noida,Python with AI and ML,Friend court or particularly study arm song home floor really similar quickly send grow bed.,Neutral,Asked for more details,
894,Ishita Verma,2023,Noida,Python with Data Science,Method risk sign individual gas sing indeed popular fall ten both return still.,Neutral,Considering options,
895,Ishaan Verma,2024,Noida,Java Full Stack,Process future dark through believe environment idea fire create long computer.,Neutral,Asked for more details,
896,Diya Chopra,2024,Noida,Python with Data Science,Certain painting response fall still few grow newspaper perform activity machine.,Neutral,Considering options,
897,Rohan Saxena,2024,Noida,MERN Stack,Citizen child less market officer cup write chance result our agency everyone.,Neutral,Considering options,
898,Vihaan Yadav,2022,Noida,MERN Stack,West force political occur order government over view move dream try if adult per hot.,Neutral,Considering options,
899,Priya Saxena,2024,Lucknow,Python with Data Science,Religious perhaps away even because sea eat charge leader.,Neutral,Asked for more details,
900,Kavya Sharma,2023,Lucknow,Python with Data Science,Hair here week law investment wait military around dinner staff leave appear official order.,Neutral,Will think and get back,
901,Priya Verma,2025,Noida,Java Full Stack,Send daughter kid hotel travel measure federal teach state change media oil allow enough allow.,Neutral,Asked for more details,
